Post type,Title,Post url,Author(s),Date and time posted,Tags,No. of comments
article,Georgia’s Senate Race Is Much Closer Than The Governor Election. Will That Hold Until November?,https://fivethirtyeight.com/features/georgias-senate-race-is-much-closer-than-the-governor-election-will-that-hold-until-november/,Geoffrey Skelley,"Sep. 7, 2022, at 6:00 AM",2022 Election; Election Update; 2022 Midterms; Georgia Politics,15
podcast,Politics Podcast: What To Expect Between Now And Election Day ,https://fivethirtyeight.com/features/politics-podcast-what-to-expect-between-now-and-election-day/,Galen Druke; Sarah Frostenson; Amelia Thomson-DeVeaux; Geoffrey Skelley,"Sep. 6, 2022",FiveThirtyEight Podcasts; Politics Podcast; Abortion; The Biden Administration; Public Opinion; Student Debt,3
video,Do You Buy That … Dems Are Favored To Win Pennsylvania Senate And Governor’s Races?,https://fivethirtyeight.com/videos/do-you-buy-that-dems-are-favored-to-win-pennsylvania-senate-and-governors-races/,Nate Silver,"Sep. 6, 2022",Video; Featured video; Do You Buy That,18
article,Why Massachusetts’s Governorship Is The Likeliest To Flip In 2022,https://fivethirtyeight.com/features/massachusetts-governor-2022/,Nathaniel Rakich,"Sep. 6, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Massachusetts; 2022 Primaries; 2022 Governors Elections,10
podcast,Why Conservative Voters Support Liberal Ballot Measures,https://fivethirtyeight.com/videos/why-conservative-voters-support-liberal-ballot-measures/,None/All,"Sep. 2, 2022",Politics Podcast; Video; Featured video; Sarah Palin,5
article,Why Trump’s Presence In The Midterms Is Risky For The GOP,https://fivethirtyeight.com/features/why-trumps-presence-in-the-midterms-is-risky-for-the-gop/,Nate Silver,"Sep. 2, 2022, at 8:42 AM",Donald Trump; 2022 Election; Election Update; 2022 Midterms,38
article,What’s Driving Biden’s Approval Rating Up?,https://fivethirtyeight.com/features/whats-driving-bidens-approval-rating-up/,Monica Potts; Zoha Qamar,"Sep. 2, 2022, at 6:00 AM",Joe Biden; 2022 Election; Pollapalooza; Presidential Approval,26
podcast,Politics Podcast: Why Sarah Palin Lost ,https://fivethirtyeight.com/features/politics-podcast-why-sarah-palin-lost/,Galen Druke; Nathaniel Rakich; Monica Potts,"Sep. 1, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Special Elections; Ballot Initiatives,4
article,What Democrats’ Win In Alaska Tells Us About November,https://fivethirtyeight.com/features/what-democrats-win-in-alaska-tells-us-about-november/,Nathaniel Rakich,"Sep. 1, 2022, at 7:31 AM",2022 Election; 2022 Midterms; 2022 Primaries; Alaska Politics,35
podcast,What Biden’s Rising Approval Could Mean For The Midterms,https://fivethirtyeight.com/videos/what-bidens-rising-approval-could-mean-for-the-midterms/,None/All,"Aug. 31, 2022",Politics Podcast; Video; Featured video,9
podcast,Are More Women Really Registering To Vote Post-Dobbs?,https://fivethirtyeight.com/videos/are-more-women-really-registering-to-vote-post-dobbs/,None/All,"Aug. 31, 2022",Politics Podcast; Video; Featured video,1
podcast,Is Student Debt Relief Good Politics?,https://fivethirtyeight.com/videos/is-student-debt-relief-good-politics/,None/All,"Aug. 31, 2022",Politics Podcast; Video; Featured video,7
article,Meet 6 Democrats Of Color Who Want To See Their Party Change,https://fivethirtyeight.com/features/meet-6-democrats-of-color-who-want-to-see-their-party-change/,Alex Samuels,"Aug. 31, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Voices Of Color,10
article,Why Republican Voters Support Ballot Initiatives Their Red States Do Not,https://fivethirtyeight.com/features/why-republican-voters-support-ballot-initiatives-their-red-states-do-not/,Monica Potts,"Aug. 30, 2022, at 6:00 AM",2022 Election; Abortion; State Legislatures; Ballot Initiatives,18
article,More Democrats Are Leaving The House — And That Could Help Republicans Win,https://fivethirtyeight.com/features/more-democrats-are-leaving-the-house-and-that-could-help-republicans-win/,Geoffrey Skelley,"Aug. 30, 2022, at 6:00 AM",2022 Election; GOP Retirements; Democratic Retirements,8
podcast,Politics Podcast: What's Behind Biden's Rising Approval ,https://fivethirtyeight.com/features/politics-podcast-whats-behind-bidens-rising-approval/,Galen Druke; Sarah Frostenson; Nate Silver; Amelia Thomson-DeVeaux; Chadwick Matlin,"Aug. 29, 2022",FiveThirtyEight Podcasts; Politics Podcast; Abortion; The Biden Administration; Public Opinion; Student Debt,10
article,Trump’s Endorsees Have Started Losing More. But Don’t Read Into That For 2024.,https://fivethirtyeight.com/features/trumps-endorsees-have-started-losing-more-but-dont-read-into-that-for-2024/,Nathaniel Rakich,"Aug. 29, 2022, at 6:00 AM",Donald Trump; 2022 Election; 2022 Primaries; Trump Endorsements,10
article,"Americans Don’t Want Books Banned, But They’re Divided Over What Schools Teach",https://fivethirtyeight.com/features/americans-dont-want-books-banned-but-theyre-divided-over-what-schools-teach/,Zoha Qamar,"Aug. 26, 2022, at 6:00 AM",2022 Election; Pollapalooza; Education; Public Schools,14
article,"Election Denying Primary Candidates Are Crying Fraud, Win Or Lose",https://fivethirtyeight.com/features/election-denying-primary-candidates-are-crying-fraud-win-or-lose/,Kaleigh Rogers,"Aug. 25, 2022, at 1:31 PM",2022 Election; 2022 Midterms,23
podcast,It’s Official: Democrats Are Performing Better After The Abortion Ruling,https://fivethirtyeight.com/videos/its-official-democrats-are-performing-better-after-the-abortion-ruling/,None/All,"Aug. 24, 2022",Politics Podcast; Video; 2022 Election; Featured video,14
podcast,"Politics Podcast: If The Midterms Were Tomorrow, Republicans Might Be In Trouble ",https://fivethirtyeight.com/features/politics-podcast-if-the-midterms-were-tomorrow-republicans-might-be-in-trouble/,Galen Druke; Nathaniel Rakich; Sarah Frostenson,"Aug. 24, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Special Elections; New York; Public Opinion; 2022 Primaries,9
article,"Yes, Special Elections Really Are Signaling A Better-Than-Expected Midterm For Democrats",https://fivethirtyeight.com/features/yes-special-elections-really-are-signaling-a-better-than-expected-midterm-for-democrats/,Nathaniel Rakich,"Aug. 24, 2022, at 12:19 PM",2022 Election; 2022 Midterms; Special Elections; Generic Ballot,32
video,How The Latest Trump Investigations May Impact The Midterms,https://fivethirtyeight.com/videos/how-the-latest-trump-investigations-may-impact-the-midterms/,Galen Druke,"Aug. 24, 2022",Video; 2022 Election; Featured video,7
video,How Key Issues Like Abortion Rights Could Affect The Primaries And Midterms,https://fivethirtyeight.com/videos/how-key-issues-like-abortion-rights-could-affect-the-primaries-and-midterms/,Galen Druke,"Aug. 23, 2022",Video; 2022 Election; Featured video,4
podcast,The Many Ongoing Investigations Into Donald Trump,https://fivethirtyeight.com/videos/the-many-ongoing-investigations-into-donald-trump/,None/All,"Aug. 23, 2022",Politics Podcast; Video; Featured video,2
podcast,Why Do Americans’ Political Opinions Change?,https://fivethirtyeight.com/videos/why-do-americans-political-opinions-change/,None/All,"Aug. 23, 2022",Politics Podcast; Video; Featured video,8
article,13 Races To Watch In Florida And Oklahoma,https://fivethirtyeight.com/features/13-races-to-watch-in-florida-and-oklahoma/,Geoffrey Skelley,"Aug. 23, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Florida Primary; Oklahoma Primary,8
podcast,Politics Podcast: The Trump Investigations And What Americans Think About Them ,https://fivethirtyeight.com/features/politics-podcast-the-trump-investigations-and-what-americans-think-about-them/,Galen Druke; Kaleigh Rogers; Nathaniel Rakich; Sarah Frostenson,"Aug. 22, 2022",FiveThirtyEight Podcasts; Politics Podcast; Public Opinion; 2022 Primaries; Jan. 6 Investigation; President Trump,7
video,The Election Deniers Running In Florida And New York,https://fivethirtyeight.com/videos/the-election-deniers-running-in-florida-and-new-york/,Kaleigh Rogers,"Aug. 22, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Election Deniers On The Ballot,12
video,Do You Buy That … Democrats Have A Chance Of Winning Senate Races In Ohio And North Carolina?,https://fivethirtyeight.com/videos/do-you-buy-that-democrats-have-a-chance-of-winning-senate-races-in-ohio-and-north-carolina/,Nate Silver,"Aug. 22, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Do You Buy That,10
article,New York Is Holding Another Primary. Here’s Everything You Need To Know.,https://fivethirtyeight.com/features/new-york-is-holding-another-primary-heres-everything-you-need-to-know/,Nathaniel Rakich,"Aug. 22, 2022, at 6:00 AM",2022 Election; 2022 Primaries; New York Primary,8
article,Can Tim Ryan Really Win Ohio’s Senate Race?,https://fivethirtyeight.com/features/can-tim-ryan-really-win-ohios-senate-race/,Nate Silver,"Aug. 19, 2022, at 10:02 AM",2022 Election; Election Update; Ohio Senate,21
article,Americans Are Well Aware Of Climate Change — But Not About The Government’s Efforts To Fight It,https://fivethirtyeight.com/features/climate-change-inflation/,Kaleigh Rogers; Zoha Qamar,"Aug. 19, 2022, at 6:00 AM",Pollapalooza; The Biden Administration; Climate Change; Global Warming; Inflation Reduction Act,12
podcast,What Liz Cheney Might Do Next,https://fivethirtyeight.com/videos/what-liz-cheney-might-do-next/,None/All,"Aug. 18, 2022",Politics Podcast; Video; 2022 Election; Featured video,10
article,Can We Expect Anything Other Than Biden vs. Trump In 2024?,https://fivethirtyeight.com/features/can-we-expect-anything-other-than-biden-vs-trump-in-2024/,Sarah Frostenson; Alex Samuels; Nathaniel Rakich; Kaleigh Rogers; Geoffrey Skelley,"Aug. 18, 2022, at 6:00 AM",Donald Trump; Joe Biden; Slack Chat; 2024 Presidential Election; 2024 Election,34
podcast,Politics Podcast: Early Returns In The Alaska Primary Were Bad For Trump ,https://fivethirtyeight.com/features/politics-podcast-early-returns-in-the-alaska-primary-were-bad-for-trump/,Galen Druke; Kaleigh Rogers; Nathaniel Rakich; Geoffrey Skelley,"Aug. 17, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Forecasts; Model Talk; Polling Accuracy,3
article,"With Cheney’s Loss, Just 2 House Republicans Who Voted To Impeach Trump Are On The Ballot In November",https://fivethirtyeight.com/features/with-cheneys-loss-just-2-house-republicans-who-voted-to-impeach-trump-are-on-the-ballot-in-november/,Geoffrey Skelley,"Aug. 16, 2022, at 10:34 PM",2022 Election; Impeachment; 2022 Primaries; Liz Cheney,23
video,Breaking Down The High-Stakes Elections In Wyoming And Alaska,https://fivethirtyeight.com/videos/breaking-down-the-high-stakes-elections-in-wyoming-and-alaska/,None/All,"Aug. 16, 2022",Video; 2022 Election; Featured video,7
article,Why Ilhan Omar Almost Lost Her Primary,https://fivethirtyeight.com/features/why-ilhan-omar-almost-lost-her-primary/,Alex Samuels,"Aug. 16, 2022, at 6:00 AM",Democrats; 2022 Primaries; Ilhan Omar; The Squad,32
video,Liz Cheney And Lisa Murkowski Could Lose To Election Deniers,https://fivethirtyeight.com/videos/liz-cheney-and-lisa-murkowski-could-lose-to-election-deniers/,Nathaniel Rakich,"Aug. 15, 2022",Video; 2022 Election; Featured video; Election Deniers On The Ballot,8
podcast,Politics Podcast: Why Have Democrats’ Odds Of Winning The Senate Improved? ,https://fivethirtyeight.com/features/politics-podcast-why-have-democrats-odds-of-winning-the-senate-improved/,Galen Druke; Nate Silver,"Aug. 15, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Forecasts; Model Talk; Polling Accuracy,5
podcast,Are Democrats Really Going To Win In Ohio And Wisconsin?,https://fivethirtyeight.com/videos/are-democrats-really-going-to-win-in-ohio-and-wisconsin/,Galen Druke; Nate Silver,"Aug. 15, 2022",Politics Podcast; Video; Featured video; Model Talk,5
video,Mandela Barnes May Be Democrats’ Best Hope For Flipping A Senate Seat,https://fivethirtyeight.com/videos/mandela-barnes-may-be-democrats-best-hope-for-flipping-a-senate-seat/,Michael Tabb,"Aug. 15, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Wait; Who?!,14
article,Will Cheney And Murkowski Survive Their Trump-Backed Primary Challenges?,https://fivethirtyeight.com/features/will-cheney-and-murkowski-survive-their-trump-backed-primary-challenges/,Nathaniel Rakich,"Aug. 15, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Alaska Politics; Wyoming Primary,14
article,Will This Be An Asterisk* Election?,https://fivethirtyeight.com/features/will-this-be-an-asterisk-election/,Nate Silver,"Aug. 12, 2022, at 8:18 AM",2022 Election; Election Update,26
article,What You Need To Know About Hawaii’s Primary,https://fivethirtyeight.com/features/everything-you-need-to-know-about-hawaiis-primary/,Nathaniel Rakich,"Aug. 12, 2022, at 6:00 AM",2022 Election; 2022 Primaries,6
article,Where Americans Stand On Trump’s Legal Jeopardy,https://fivethirtyeight.com/features/from-mueller-to-mar-a-lago-americans-remain-divided-on-trumps-legal-jeopardy/,Zoha Qamar,"Aug. 12, 2022, at 6:00 AM",Donald Trump; Pollapalooza; FBI,40
podcast,What Happened On Aug. 9,https://fivethirtyeight.com/videos/republican-outsiders-have-made-their-mark-this-cycle/,None/All,"Aug. 11, 2022",Politics Podcast; Video; Featured video,7
article,Waiting Rooms With Bulletproof Windows,https://fivethirtyeight.com/features/waiting-rooms-with-bulletproof-windows/,Amelia Thomson-DeVeaux,"Aug. 11, 2022, at 6:00 AM",Abortion; Partners In Abortion Care Clinic,9
podcast,Politics Podcast: Democrats Over-Perform Again In Wake Of The Dobbs Decision ,https://fivethirtyeight.com/features/politics-podcast-republican-outsiders-have-made-their-mark-this-cycle/,Galen Druke; Amelia Thomson-DeVeaux; Geoffrey Skelley; Nathaniel Rakich,"Aug. 10, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Minnesota; Wisconsin; Vermont,4
article,How Democrats And Republicans Think Differently About Crime And Gun Violence,https://fivethirtyeight.com/features/how-democrats-and-republicans-think-differently-about-crime-and-gun-violence/,Geoffrey Skelley; Holly Fuong,"Aug. 10, 2022, at 6:00 AM",2022 Election; Gun Violence; Crime; American Issues,5
podcast,Americans View ‘Crime’ and ‘Gun Violence’ As Different Issues,https://fivethirtyeight.com/videos/americans-view-crime-and-gun-violence-as-different-issues/,None/All,"Aug. 9, 2022",Politics Podcast; Video; Featured video,3
podcast,Democrats Have A Lot Riding On The Inflation Reduction Act,https://fivethirtyeight.com/videos/democrats-have-a-lot-riding-on-the-inflation-reduction-act/,None/All,"Aug. 9, 2022",Politics Podcast; Video; Featured video; Inflation Reduction Act,4
article,"Can Progressive Candidates In Minnesota, Vermont And Wisconsin Win Their Primaries?",https://fivethirtyeight.com/features/can-progressive-candidates-in-minnesota-vermont-and-wisconsin-win-their-primaries/,Geoffrey Skelley,"Aug. 9, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Vermont; Wisconsin Primary; Minnesota Politics,8
podcast,Politics Podcast: Could The Inflation Reduction Act Save Biden's Approval Rating? ,https://fivethirtyeight.com/features/politics-podcast-could-the-inflation-reduction-act-save-bidens-approval-rating/,Galen Druke; Amelia Thomson-DeVeaux; Geoffrey Skelley; Nathaniel Rakich,"Aug. 8, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Abortion; Climate Change; Inflation; Crime; Polling Accuracy,11
video,Wisconsin Spent Months Investigating The 2020 Election. These Candidates Still Believe It Was Fraudulent.,https://fivethirtyeight.com/videos/wisconsin-spent-months-investigating-the-2020-election-these-candidates-still-believe-it-was-fraudulent/,Kaleigh Rogers,"Aug. 8, 2022",Video; 2022 Election; Featured video; Wisconsin; 2022 Primaries; Election Deniers; Election Deniers On The Ballot,20
article,3 Republican Primaries — And A Special Election — To Watch In Minnesota And Wisconsin,https://fivethirtyeight.com/features/3-republican-primaries-and-a-special-election-to-watch-in-minnesota-and-wisconsin/,Nathaniel Rakich,"Aug. 8, 2022, at 6:00 AM",2022 Election; Minnesota; Wisconsin; 2022 Primaries,5
article,It’s Hard To Win A Senate Race When You’ve Never Won An Election Before,https://fivethirtyeight.com/features/its-hard-to-win-a-senate-race-when-youve-never-won-an-election-before/,Nate Silver,"Aug. 5, 2022, at 1:55 PM",2022 Election; Election Update; 2022 Midterms,15
video,The Supreme Court Is Unpopular. But Do Americans Want Change?,https://fivethirtyeight.com/videos/the-supreme-court-is-unpopular-but-do-americans-want-change/,Amelia Thomson-DeVeaux; Michael Tabb; Anna Rothschild,"Aug. 5, 2022",Video; Featured video; Supreme Court; Reigning Supreme; Court Packing,8
podcast,What The Pro-Abortion Rights Win In Kansas Means For Other Elections,https://fivethirtyeight.com/videos/what-the-pro-abortion-rights-win-in-kansas-means-for-other-elections/,Galen Druke; Sarah Frostenson; Nate Silver,"Aug. 5, 2022",Politics Podcast; Video; Featured video,7
article,Why Most Americans Aren’t Paying Attention To The Monkeypox Outbreak,https://fivethirtyeight.com/features/most-americans-arent-paying-attention-to-the-monkeypox-outbreak/,Alex Samuels; Zoha Qamar,"Aug. 5, 2022, at 6:00 AM",Pollapalooza; Public Health; Centers for Disease Control and Prevention; Monkeypox,5
article,"When Republicans Talk About Immigration, They Don’t Just Mean Illegal Immigration",https://fivethirtyeight.com/features/when-republicans-talk-about-immigration-they-dont-just-mean-illegal-immigration/,Zoha Qamar,"Aug. 4, 2022, at 2:52 PM",2022 Election; Immigration; Republican Party,22
podcast,The Justice Department Is Investigating Trump’s Connection To Jan. 6,https://fivethirtyeight.com/videos/the-justice-department-is-investigating-trumps-connection-to-jan-6/,Galen Druke; Sarah Frostenson; Nate Silver,"Aug. 3, 2022",Politics Podcast; Video; Featured video,13
podcast,Politics Podcast: Why Kansas Voted To Keep Its Right To Abortion ,https://fivethirtyeight.com/features/politics-podcast-why-kansas-voted-to-keep-its-right-to-abortion/,Galen Druke; Sarah Frostenson; Amelia Thomson-DeVeaux; Geoffrey Skelley,"Aug. 3, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Abortion; Michigan; Arizona; Missouri; Kansas,6
article,Why Abortion May Be A Winning Issue For Democrats,https://fivethirtyeight.com/features/why-abortion-is-becoming-a-winning-issue-for-democrats/,Michael Tesler,"Aug. 3, 2022, at 4:22 PM",2022 Election; Abortion; Kansas Politics,21
article,What’s Behind Senate Republicans’ Hesitancy Toward Same-Sex Marriage?,https://fivethirtyeight.com/features/whats-behind-senate-republicans-hesitancy-toward-same-sex-marriage/,Monica Potts,"Aug. 3, 2022, at 6:00 AM",Congress; Senate Republicans; Same-Sex Marriage; Evangelicals; LGBTQ,22
podcast,How Successful Would A New Third Party Be?,https://fivethirtyeight.com/videos/how-successful-would-a-new-third-party-be/,Galen Druke; Sarah Frostenson; Nate Silver,"Aug. 2, 2022",Politics Podcast; Video; Featured video,9
podcast,A Majority Of Americans Think We Are In A Recession,https://fivethirtyeight.com/videos/a-majority-of-americans-think-we-are-in-a-recession/,Galen Druke; Sarah Frostenson; Nate Silver,"Aug. 2, 2022",Politics Podcast; Video; Featured video,9
podcast,Bipartisan Legislation Has An Unexpected Comeback In Congress,https://fivethirtyeight.com/videos/bipartisan-legislation-has-an-unexpected-comeback-in-congress/,Galen Druke; Sarah Frostenson; Nate Silver,"Aug. 2, 2022",Politics Podcast; Video; Featured video,4
article,Will 3 Pro-Impeachment House Republicans Survive Tuesday’s Primaries?,https://fivethirtyeight.com/features/will-3-pro-impeachment-house-republicans-survive-tuesdays-primaries/,Geoffrey Skelley; Nathaniel Rakich,"Aug. 2, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Michigan Primary; Arkansas Politics; Tennessee Politics,6
podcast,Politics Podcast: All The Political News You Missed Last Week ,https://fivethirtyeight.com/features/politics-podcast-all-the-political-news-you-missed-last-week/,Galen Druke; Nate Silver; Sarah Frostenson,"Aug. 1, 2022",FiveThirtyEight Podcasts; Politics Podcast; Polling; Health Care; 2022 Midterms; Climate Change; Taxes; January 6th; Third Parties; Joe Manchin,6
article,How Far Right Will Republican Primary Voters Go In Arizona And Missouri?,https://fivethirtyeight.com/features/how-far-right-will-republican-primary-voters-go-in-arizona-and-missouri/,Geoffrey Skelley; Nathaniel Rakich,"Aug. 1, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Missouri Primary; Arizona Primary,6
video,These 2020 Election Deniers Are Running For Office In Arizona,https://fivethirtyeight.com/videos/these-2020-election-deniers-are-running-for-office-in-arizona/,Kaleigh Rogers; Nash Consing,"Jul. 29, 2022",2022 Midterms; Election Deniers; Election Deniers On The Ballot,6
article,The Political Environment Might Be Improving For Democrats,https://fivethirtyeight.com/features/the-political-environment-might-be-improving-for-democrats/,Nate Silver,"Jul. 29, 2022, at 8:10 AM",2022 Election; Election Update; 2022 Midterms,39
article,What It Will Take For Lisa Murkowski To Win Reelection In Alaska,https://fivethirtyeight.com/features/murkowski-alaska-polls/,Geoffrey Skelley; Zoha Qamar,"Jul. 29, 2022, at 6:00 AM",Polls; 2022 Election; Pollapalooza; 2022 Midterms; 2022 Primaries; 2022 Senate Elections; Alaska Senate; Lisa Murkowski; Alaska Politics,6
article,The 2022 Congressional Baseball Game Is A Toss-Up,https://fivethirtyeight.com/features/the-2022-congressional-baseball-game-is-a-toss-up/,Nathaniel Rakich,"Jul. 28, 2022, at 6:00 AM",Congress; Baseball; Anthony Gonzalez; Cedric Richmond; Congressional Baseball Game,5
article,A Record Number Of Black Republicans Could Be Headed to Congress,https://fivethirtyeight.com/features/will-black-republicans-make-a-comeback-in-congress/,Alex Samuels,"Jul. 28, 2022, at 6:00 AM",2022 Election; Senate Republicans; House Republicans; Black Voters,20
article,Are You A Voter Of Color? We Want To Hear From You.,https://fivethirtyeight.com/features/are-you-a-voter-of-color-we-want-to-hear-from-you/,Alex Samuels,"Jul. 27, 2022, at 11:23 AM",2022 Election; Black Voters; Latino Voters; Asian Voters; Voices Of Color,3
article,How Biden Lost The Support Of Young Americans,https://fivethirtyeight.com/features/how-biden-lost-the-support-of-young-americans/,Geoffrey Skelley,"Jul. 27, 2022, at 6:00 AM",Joe Biden; 2022 Election; Presidential Approval; Young Voters,20
article,Why The Gap Between Biden’s Popularity and Democrats’ Polls Isn’t That Weird,https://fivethirtyeight.com/features/why-democrats-midterm-chances-dont-hinge-on-bidens-approval-rating/,Nathaniel Rakich; Humera Lodhi,"Jul. 26, 2022, at 6:00 AM",Joe Biden; 2022 Election; 2022 Midterms; Presidential Approval; Generic Ballot,22
podcast,What Would Losing Big In The Midterms Mean For Biden?,https://fivethirtyeight.com/videos/what-would-losing-big-in-the-midterms-mean-for-biden/,Galen Druke; Nate Silver,"Jul. 25, 2022",Politics Podcast; Video; 2022 Midterms; Model Talk,10
podcast,Politics Podcast: The Polls And Pundits Disagree (Again) ,https://fivethirtyeight.com/features/politics-podcast-the-polls-and-pundits-disagree-again/,Galen Druke; Nate Silver,"Jul. 25, 2022",FiveThirtyEight Podcasts; Politics Podcast; Joe Biden; Polling; 2022 Midterms; Model Talk; Polling Accuracy,5
article,How The Fight To Ban Abortion Is Rooted In The ‘Great Replacement’ Theory,https://fivethirtyeight.com/features/how-the-fight-to-ban-abortion-is-rooted-in-the-great-replacement-theory/,Alex Samuels; Monica Potts,"Jul. 25, 2022, at 6:00 AM",Abortion; Racism; Conspiracy Theories; White Supremacy,53
article,No President Is Safe From His Own COVID-19 Policy,https://fivethirtyeight.com/features/no-president-is-safe-from-his-own-covid-19-policy/,Maggie Koerth,"Jul. 22, 2022, at 12:56 PM",COVID-19,12
article,New Hampshire Is Tiny And Pretty Weird. That Could Help Maggie Hassan.,https://fivethirtyeight.com/features/new-hampshire-is-tiny-and-pretty-weird-that-could-help-maggie-hassan/,Nate Silver,"Jul. 22, 2022, at 8:45 AM",2022 Election; Election Update; New Hampshire Politics; Elastic States,8
article,The Jan. 6 Committee’s Closing Argument Was About Trump’s Morality,https://fivethirtyeight.com/features/the-jan-6th-committees-closing-argument-was-about-trumps-morality/,Kaleigh Rogers,"Jul. 22, 2022, at 7:56 AM",January 6th; Jan. 6 Investigation,15
article,Why Democrats Are Disillusioned Over Climate Change,https://fivethirtyeight.com/features/why-democrats-are-disillusioned-over-climate-change/,Zoha Qamar,"Jul. 22, 2022, at 6:00 AM",Pollapalooza; The Biden Administration; Climate Change,11
video,How The Supreme Court Undermined Biden’s Climate Change Agenda,https://fivethirtyeight.com/videos/how-the-supreme-court-undermined-bidens-climate-change-agenda/,Amelia Thomson-DeVeaux; Anna Rothschild,"Jul. 21, 2022",Video; Featured video; Supreme Court; EPA; Reigning Supreme,14
article,Want To Know Where The Supreme Court Goes Next? Look At Alito’s And Thomas’s Dissents.,https://fivethirtyeight.com/features/want-to-know-where-the-supreme-court-goes-next-look-at-alitos-and-thomass-dissents/,Laura Bronner; Amelia Thomson-DeVeaux,"Jul. 20, 2022, at 10:23 AM",Supreme Court; Criminal Justice; Affirmative Action; Civil Rights; Clarence Thomas; Samuel Alito,10
article,The Abortion Vote In Kansas Looks Like It’s Going To Be Close,https://fivethirtyeight.com/features/the-abortion-vote-in-kansas-looks-like-its-going-to-be-close/,Amelia Thomson-DeVeaux; Nathaniel Rakich,"Jul. 20, 2022, at 9:33 AM",Abortion,12
article,What To Watch In The Maryland Primary,https://fivethirtyeight.com/features/what-to-watch-in-the-maryland-primary/,Geoffrey Skelley,"Jul. 19, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Maryland Primary,5
podcast,Americans Are Pessimistic And It’s Changing Our Politics,https://fivethirtyeight.com/videos/americans-are-pessimistic-and-its-changing-our-politics/,Galen Druke; Sarah Frostenson,"Jul. 18, 2022",Politics Podcast; Video; Polling; 2022 Midterms; New York Times,3
podcast,Politics Podcast: Americans Aren’t Happy With Biden. Or Republicans. ,https://fivethirtyeight.com/features/politics-podcast-americans-arent-happy-with-biden-or-republicans/,Galen Druke; Sarah Frostenson,"Jul. 18, 2022",FiveThirtyEight Podcasts; Politics Podcast; Polling; Senate; 2022 Midterms; Polling Accuracy; New York Times,3
article,At Least 120 Republican Nominees Deny The Results Of The 2020 Election,https://fivethirtyeight.com/features/at-least-120-republicans-who-deny-the-2020-election-results-will-be-on-the-ballot-in-november/,Nathaniel Rakich; Kaleigh Rogers,"Jul. 18, 2022, at 6:00 AM",Donald Trump; 2022 Election; 2022 Midterms; Election Deniers,22
video,Why Democrats Spent $1 Million On An Ad For A Far-Right Candidate,https://fivethirtyeight.com/videos/wait-who-are-kelly-schulz-and-dan-cox/,Michael Tabb,"Jul. 15, 2022",Video; 2022 Election; Featured video; Wait; Who?!,13
article,How Americans Feel About Space,https://fivethirtyeight.com/features/one-of-the-few-things-americans-agree-on-space-is-cool/,Kaleigh Rogers; Zoha Qamar,"Jul. 15, 2022, at 6:00 AM",Pollapalooza; Space,3
article,Biden Is Very Unpopular. It May Not Tell Us Much About The Midterms.,https://fivethirtyeight.com/features/biden-is-very-unpopular-it-may-not-tell-us-much-about-the-midterms/,Nate Silver,"Jul. 15, 2022, at 6:00 AM",Joe Biden; 2022 Election; Election Update; 2022 Midterms; Presidential Approval; Generic Ballot,12
podcast,Will Democrats Win In Georgia In 2022?,https://fivethirtyeight.com/videos/will-democrats-continue-to-win-in-georgia-in-2022/,Galen Druke,"Jul. 14, 2022",Politics Podcast; Video; 2022 Midterms; Georgia; Georgia Senate,4
podcast,Politics Podcast: How Democrats Flipped Georgia in 2020 ,https://fivethirtyeight.com/features/politics-podcast-how-democrats-flipped-georgia-in-2020/,Galen Druke,"Jul. 14, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; 2022 Midterms; Georgia; 2022 Primaries,2
video,Ron DeSantis Drew Florida An Extreme Gerrymander,https://fivethirtyeight.com/videos/ron-desantis-drew-florida-an-extreme-gerrymander/,Nathaniel Rakich; Tony Chow,"Jul. 14, 2022",Video; Featured video; Redistricting; The Worst Gerrymanders,7
article,What’s Behind Biden’s Record-Low Approval Rating?,https://fivethirtyeight.com/features/whats-behind-bidens-record-low-approval-rating/,Geoffrey Skelley,"Jul. 14, 2022, at 6:00 AM",Joe Biden; 2022 Election; 2022 Midterms; The Biden Administration; Presidential Approval,49
