,0_religiosity,0_frequency_religious_practices,0_change_frequency_religious_practices,0_frequency_meditation,0_change_frequency_meditation,0_prior_attention,0_international,0_taking_medication,1_psychedelic_consumed,2_how_times_consumed,2_qualification_experience,2_microdosing_program,2_change_consumption,2_decrease_by_factors,3_psychedelic_but_meaningful,4_psychedelic_last_time,5_psychedelic_reasons,5_other_reason,6_psychoactives_consumed,6_other_psychoactive,7_marihuana,7 stimulants,7_sedatives,7_antidepressants or antipsychotics,7_dissociative,7_mdma,7_other,7_marijuana_decreased_by_external_factors,7_stimulants_decrease_by_external_factors,7_sedatives_reduced_by_external_factors,7_antidepressants or antipsychotics_decreased_by_external_factors,7_dissociative_decreased_by_external_factors,7_mdma_decreased_by_external_factors,7_other_decreased_due_to_external_factors,7_tobacco,7_tobacco_decreased_due_to_external_factors,7_caffeine,7_caffeine_decreased_by_external_factors,7_alcohol,7_alcohol_decreased_by_external_factors,8_calm,8_insurance,8_tense,8_disgusted,8_like_a_fish_in_water,8_changed,8_concerned_possible_problem,8_satisfied,8_scared,8_comfortable,8_confident,8_nervous,8_agitated,8 undecided,8_quiet,8_to_taste,8 worried,8_stunned,8 balanced,8_good,9_good,9_nervous,9_to_taste,9_I_wish_to_be_so_happy,9_sorry_that_failed,9_rested,9_calm_serene_calm,9_difficulties_piling_up,9_I worry_about_unimportant_things,happy,9_bad_thoughts,9_lack_trust,9_insurance,9_decide_quickly,9_out_of_place,9_satisfied,9_unimportant_things_occupy_annoy,9_disappointments_affect,9_person_stable,9_things_between_hands_nervous_tense,10_interested,10 distressed,10_excited_excited,10_affected,10_strong,10_culpable,10_scared,10_aggressive,10 excited,10_satisfied_with_himself,10_irritable,10_awake,10_ashamed,10_inspired,10_nervous,10_decided,10_concentrated,10_agitated,10_active,10_scary,11_I_know_what_I_want_to,11_accept_what_goes_wrong,11_it_imports_to_think_about_the_future,11_I_can_say_what_I_think,11_people_like_me,11_will_achieve_goals,11_story_with_people_who_help,11_in_general_I_get_on_good_with_people,11_I_do_what_I_want,11_capable_of_thinking_life_project,11_accept_mistakes_improve,11_make_decisions_without_hesitating,11_face_obligations_without_problems,12_I_carry_out_plans_until_the_end,12_handling_problems_different_modes,12_do_things_without_depending,12_I keep_interest_important_things,12_take_things_without_concern,12_friendly_withme,12_manage_several_things,12_decided,12_rare_times_I_ask_the_purpose_of_things,12_I_do_things_by_one,12_self_disciplined,12_maintain_interest,12_usually_find_things_to_laugh about,12_confidence_in_my_going_through_difficult_times,12_in_emergencies_you_can_trust_me,12_see_situation_several_points_of_view,12_my_life_has_sense,12_I_don't_insist_in_things_that_I_can't_do_anything,12_meeting_exit_in_difficult_situation,12_I_have_energy_for_what_I_have_to_do,12_I_feel_comfortable_if_there_are_people_who_don't_like_me,13_login_disclaimer_fork,hash
36,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,0,-999,84,-999,-999,-999,-999,true,-999,0,-999,-999,-999,-999,0,true,80,0,0,true,3,1,2,2,1,1,3,1,1,2,1,1,1,2,3,1,2,1,1,1,1,3,1,4,3,1,2,4,4,1,4,1,1,1,4,1,3,3,1,4,1,3,2,3,2,3,4,2,3,1,4,2,3,1,2,1,1,2,1,2,3,1,1,3,1,3,3,1,1,3,1,3,3,3,5,3,1,5,3,2,1,2,5,1,1,1,1,3,1,2,6,5,1,2,2,37024183713937041
37,21,4,21,3,69,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,73,0,37,0,3,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,2,1,3,3,3,2,3,2,2,2,2,2,2,4,2,2,3,3,2,3,2,2,3,2,5,2,5,2,4,2,2,3,5,4,3,4,2,5,2,5,4,2,4,1,2,1,1,2,1,1,1,1,1,2,1,1,2,4,6,7,4,5,6,4,5,4,4,4,5,7,6,7,6,7,7,7,4,3,2,6098951495891847095
38,52,4,44,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,true,0,0,0,0,3,3,2,1,4,1,2,4,2,4,3,1,1,2,3,4,2,1,3,4,3,2,3,2,2,3,2,2,3,4,2,2,3,2,2,3,2,2,3,3,4,2,5,1,2,3,2,2,5,4,2,3,2,1,3,3,4,3,3,2,1,2,1,3,2,3,1,1,1,2,3,2,3,5,3,6,5,4,5,6,5,4,4,6,7,7,5,7,4,6,4,5,6,4,2,855081991110020333
39,20,4,30,3,30,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,true,-999,-999,0,true,2,1,4,4,1,2,3,2,3,2,2,2,1,2,2,1,3,1,2,2,3,2,3,4,3,2,4,4,4,3,1,4,2,2,2,2,3,4,2,3,3,4,2,5,5,3,4,5,3,3,4,5,3,1,5,3,3,2,3,4,2,3,1,2,1,1,1,1,1,1,2,2,1,7,7,7,7,7,4,1,4,4,7,4,7,7,4,7,4,4,1,7,7,1,2,-2362100400060809365
40,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,82,0,0,0,3,2,4,2,2,4,4,1,4,2,2,4,4,4,2,2,4,3,2,2,2,4,2,4,4,4,1,4,4,2,4,2,2,1,4,2,4,4,2,4,2,4,1,2,1,4,5,1,1,3,5,3,3,1,5,1,1,3,1,5,2,1,1,2,3,3,3,3,2,2,2,3,3,4,4,4,4,1,4,1,1,1,4,4,4,6,3,7,7,4,4,4,4,4,2,-6837183909385413323
41,33,5,50,4,65,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,51,-999,45,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,75,0,61,0,70,0,2,1,3,3,2,2,2,2,2,2,2,2,2,3,1,2,3,3,1,2,2,4,1,4,3,1,3,3,3,2,3,4,2,3,3,1,4,4,1,3,2,5,3,3,3,2,4,2,1,3,3,2,2,3,4,3,3,3,3,4,2,3,1,1,2,3,2,3,3,2,2,2,3,5,5,2,6,4,2,4,4,5,4,4,4,3,2,7,4,1,2,2,2,5,2,-6708808559316819509
42,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,42,0,7,0,1,1,4,3,1,4,4,2,4,1,2,3,3,2,1,1,4,3,1,1,2,3,2,3,4,1,2,4,4,2,4,4,2,2,4,2,4,3,1,3,3,3,3,4,4,2,3,5,3,4,5,4,4,3,4,3,3,4,4,2,3,2,2,2,3,2,3,3,2,3,2,3,2,3,4,3,5,2,2,2,2,4,2,4,3,2,1,5,5,1,1,1,2,1,2,2457119266814434067
43,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,45,0,30,0,2,4,1,1,1,1,1,3,1,3,2,1,1,2,2,3,1,1,3,3,3,1,2,3,3,1,3,3,3,3,3,3,2,1,2,2,3,3,2,2,3,1,4,2,3,1,1,2,1,3,1,2,1,3,1,1,3,1,3,1,1,1,1,2,1,1,1,1,2,1,1,3,2,3,5,5,6,3,4,3,2,6,4,1,6,6,3,7,5,5,4,3,4,1,2,-6937745779641684204
44,33,4,28,4,11,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,26,0,12,true,2,1,3,2,1,1,3,1,2,2,2,2,1,2,2,1,3,2,1,2,3,2,2,3,2,2,4,1,3,2,2,4,2,1,2,1,2,1,4,3,3,1,4,2,3,1,3,1,4,2,1,3,1,4,1,3,3,1,4,3,3,1,1,3,2,3,1,1,2,1,1,3,2,6,5,4,6,3,4,3,3,2,3,6,6,6,5,2,5,4,6,5,5,2,2,8749677289944207165
45,18,4,64,5,50,2,2,2,"1,2",2,84,2,50,0,1,7,"2,1,8",Diversión con mi pareja,"1,2,3,4,8,9",-999,53,51,-999,-999,-999,54,-999,0,0,-999,-999,-999,0,-999,72,0,51,0,63,0,3,3,3,2,4,3,2,2,3,3,3,3,1,1,2,3,3,3,2,3,4,3,3,1,3,1,1,2,3,3,2,3,3,4,1,2,1,1,3,3,4,5,4,5,4,5,4,3,4,4,4,3,2,2,4,4,4,4,4,5,1,1,1,1,3,1,1,2,2,1,1,1,1,6,5,6,5,4,7,5,7,7,6,7,6,7,7,5,3,7,3,6,6,6,2,4850137536273549746
46,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,71,0,63,0,3,2,2,2,1,1,2,1,2,2,2,3,1,3,3,2,1,1,2,2,3,3,2,1,2,2,2,1,3,2,2,4,2,1,3,2,2,2,3,3,3,1,3,1,2,1,1,1,2,2,1,2,2,3,3,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,4,3,6,7,2,5,5,6,2,6,7,6,7,5,7,6,6,5,5,5,4,2,4909958085156609994
47,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67,0,-999,-999,3,2,1,2,3,2,3,1,2,1,1,3,3,3,2,1,3,2,1,1,2,3,1,2,2,2,3,2,2,2,2,3,1,3,3,2,4,3,3,1,3,2,1,1,3,2,2,2,1,3,3,4,4,3,2,3,3,3,4,3,2,1,1,1,1,2,2,2,1,2,1,2,2,5,5,3,5,2,6,5,4,3,4,6,6,6,2,7,6,5,4,3,3,1,2,4701689374414167991
48,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,1,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,72,0,0,0,2,3,4,3,1,2,3,1,1,3,3,3,1,1,2,2,3,1,1,3,3,2,1,4,4,3,2,2,4,2,4,4,2,4,3,2,4,2,4,4,5,2,1,2,2,1,1,2,1,1,5,2,1,1,2,1,5,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,6,4,5,6,1,1,5,5,1,5,4,4,1,1,7,7,4,1,7,4,4,2,-5030736251325435469
49,50,4,48,4,46,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,77,0,-999,-999,72,0,3,3,1,1,2,1,2,2,1,4,3,1,1,1,3,3,1,1,3,4,3,1,3,2,2,2,4,2,2,3,1,2,2,2,2,3,1,3,3,1,3,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,6,5,6,7,5,6,7,6,4,4,3,6,7,5,7,7,6,3,5,3,4,2,-5762848510160878891
50,2,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,17,-999,51,-999,-999,-999,-999,true,-999,0,-999,-999,-999,-999,23,true,99,0,90,0,3,2,3,2,3,2,3,1,1,3,1,3,2,3,2,2,3,2,2,2,2,3,2,3,3,1,1,2,3,2,3,4,2,1,3,1,3,2,2,4,4,1,3,3,2,4,2,1,4,2,5,1,4,3,3,2,1,1,3,1,1,2,1,2,3,3,3,3,2,3,2,2,2,3,5,7,3,2,2,5,4,5,4,4,2,2,1,4,5,3,5,4,5,3,2,-5738582822172636921
51,0,5,50,4,60,1,2,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,6,8,2",-999,0,-999,-999,82,-999,-999,-999,true,-999,-999,0,-999,-999,-999,0,0,0,0,0,0,2,2,3,2,1,2,4,2,2,1,2,3,2,4,1,2,3,3,1,2,2,3,1,2,2,1,2,2,3,2,3,3,2,1,3,2,2,2,2,3,3,4,3,3,2,3,3,3,2,3,4,3,4,3,4,2,3,3,3,4,2,2,1,3,2,2,1,2,2,1,1,3,2,5,5,6,3,3,3,5,3,4,3,4,4,4,3,7,4,3,4,4,4,4,2,3347266477791272515
52,83,1,49,4,0,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,1,2,2,1,1,3,1,4,2,1,1,1,3,4,1,1,3,4,3,1,2,2,2,4,4,1,2,4,2,4,3,2,1,4,2,1,3,2,4,2,4,1,4,1,1,1,3,3,1,5,1,2,1,4,4,1,5,4,2,1,1,2,1,1,1,1,1,2,3,2,2,7,2,6,6,4,6,5,6,2,3,6,6,6,2,2,4,5,3,5,6,2,2,4460295365149021182
53,19,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,1,2,4,1,1,3,2,4,2,2,1,2,3,3,1,1,3,4,3,3,2,3,3,2,1,2,4,3,2,4,1,1,2,2,3,2,1,3,4,2,4,3,4,3,3,2,3,4,5,3,1,3,3,2,2,3,3,3,2,2,2,1,1,1,1,1,1,2,1,3,2,4,5,5,6,2,4,6,5,2,4,4,4,3,2,5,6,7,6,5,6,3,2,5734705648883062580
54,64,3,22,2,71,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,8",-999,3,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,79,0,-999,-999,35,0,3,2,3,1,3,1,2,4,2,3,2,1,2,1,2,3,2,1,2,4,3,2,3,2,2,2,3,1,4,4,3,4,3,1,1,4,3,4,3,2,4,1,4,2,4,2,1,1,2,4,3,3,1,3,1,2,5,1,3,2,2,3,1,2,1,1,1,1,1,1,1,3,1,6,5,7,7,4,5,6,4,2,3,7,7,6,4,5,6,7,5,5,7,1,2,-2009553086088376055
55,15,5,50,3,85,2,2,2,2,30,91,2,100,0,-999,1,"2,4",-999,"1,2,3,4,7,8,9",-999,100,0,-999,-999,31,34,-999,0,0,-999,-999,true,0,-999,61,0,50,0,30,0,3,2,2,2,2,1,2,2,1,3,2,2,1,3,3,2,2,1,2,2,3,2,2,3,3,2,4,2,4,2,2,2,2,2,2,2,3,2,3,1,3,3,4,2,3,2,2,1,4,2,2,3,2,2,2,3,2,1,3,2,2,1,1,2,2,2,1,2,1,2,2,2,2,4,6,6,7,7,4,4,3,4,3,3,7,7,4,7,7,3,4,6,4,4,2,-1979180775479569871
56,9,5,50,4,46,2,2,2,"1,2",2,64,2,14,true,1,8,"1,2,4,5",-999,"1,2,3,4,8",-999,86,6,-999,-999,-999,-999,-999,0,true,-999,-999,-999,-999,-999,74,0,82,0,52,0,3,1,2,3,2,2,4,2,3,3,2,3,1,2,2,3,4,1,1,2,2,3,1,3,3,1,3,4,2,1,4,4,1,2,2,1,3,2,2,4,4,5,4,5,3,3,4,1,2,3,5,3,2,3,4,3,3,1,3,4,3,1,2,1,1,2,1,1,2,1,1,2,3,6,5,6,6,1,1,4,4,6,1,2,4,5,2,7,7,3,7,5,4,1,2,3230274583209604755
57,0,5,50,5,50,1,2,2,1,1,42,2,0,0,-999,5,"1,2",-999,"1,2,3,4,5,6,7,8,9",-999,0,0,0,0,1,0,-999,0,0,0,0,0,0,-999,0,0,34,0,78,0,2,2,2,3,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,3,2,4,3,2,1,4,4,2,4,4,2,1,3,2,4,4,1,3,2,4,2,4,1,5,4,4,2,2,4,3,3,2,3,4,2,2,2,4,1,3,1,3,2,1,1,2,3,2,1,3,2,4,5,3,5,2,3,2,2,5,3,4,5,6,2,5,3,4,2,3,5,2,2,-1601227425895624008
58,0,5,50,5,50,1,2,2,2,10,71,2,50,0,-999,7,"1,2",-999,"1,2,8,9",-999,19,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,0,-999,78,0,-999,-999,59,0,2,2,3,2,1,2,2,3,2,2,2,2,1,1,2,1,2,1,1,2,3,3,3,2,2,3,2,1,3,4,4,2,3,2,2,3,4,2,3,2,5,2,3,2,3,1,2,1,4,3,2,4,1,4,1,3,5,1,4,3,1,1,1,1,2,1,1,1,2,1,1,3,1,3,6,4,6,2,4,6,4,2,2,5,5,7,4,6,5,7,3,5,4,2,2,4543139142994972817
59,0,5,50,3,64,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8,9",-999,61,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,0,-999,42,0,23,0,36,0,3,3,1,2,3,1,2,3,1,3,4,1,1,2,3,3,1,2,3,3,4,1,4,2,2,3,4,1,1,3,2,1,3,4,2,3,1,1,4,2,4,1,3,2,4,1,1,1,4,4,3,3,1,2,1,4,4,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,6,4,6,6,7,5,7,6,4,5,5,6,7,5,7,6,6,6,6,3,6,2,2272968272309057152
60,0,5,50,4,75,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17,0,-999,-999,2,3,2,2,1,2,2,2,1,3,2,1,1,3,2,2,2,1,2,2,2,2,3,2,2,3,4,1,2,2,3,3,2,1,1,2,2,2,3,2,4,2,5,3,5,1,1,3,3,3,2,3,2,4,2,3,3,2,2,3,2,1,1,1,1,2,1,1,2,1,1,3,2,6,6,6,7,3,5,5,2,1,4,7,5,7,4,7,6,4,3,4,4,4,2,-7596462224801995701
61,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,58,0,0,0,2,1,3,3,2,3,3,2,3,2,1,3,3,3,2,2,3,3,2,2,2,4,1,4,3,2,3,3,3,2,2,4,1,4,3,3,3,4,3,3,3,4,4,4,2,2,4,4,3,2,5,4,4,2,3,3,2,4,4,5,2,1,1,2,3,2,1,2,1,1,2,3,2,5,7,7,5,3,1,5,4,4,4,6,4,6,2,5,7,5,5,4,5,6,2,-5315105896969543074
62,18,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8,5",-999,3,-999,6,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,-999,-999,63,0,59,0,2,2,3,1,1,2,4,1,1,1,2,2,2,2,1,1,3,1,1,2,3,3,2,4,3,2,3,3,1,3,2,4,2,2,2,2,1,2,3,3,4,2,1,4,2,5,2,1,3,2,3,2,4,4,4,2,2,1,2,4,1,2,1,2,1,3,1,1,1,1,1,1,3,3,5,5,3,2,3,5,5,1,6,3,3,5,3,6,7,5,3,5,3,5,2,6262052662651728969
63,59,3,55,1,100,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,57,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,48,0,12,0,70,0,3,3,2,2,1,1,1,2,2,2,3,2,1,2,3,2,2,1,3,3,4,2,3,2,2,1,2,2,2,4,1,2,3,4,2,4,3,2,4,1,3,1,3,3,4,2,1,1,3,4,1,2,1,1,4,2,1,5,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,3,6,7,6,2,6,7,7,2,4,4,3,7,6,7,7,7,3,3,2,4,2,-6596984945840460505
64,7,5,50,5,50,2,2,2,2,3,75,2,46,0,-999,5,"2,1",-999,"1,2,3,4,5,7,8",-999,65,29,13,-999,0,-999,-999,0,0,0,-999,0,-999,-999,81,0,87,0,30,0,2,2,2,2,2,3,3,1,2,2,1,3,3,3,2,2,2,1,1,2,2,3,2,3,4,2,4,4,4,2,3,3,2,2,3,1,4,3,1,4,2,4,3,3,2,4,4,2,3,1,2,2,5,4,4,2,1,3,2,4,1,1,1,2,2,2,2,2,2,2,2,3,3,3,2,4,6,5,3,2,2,3,5,2,4,4,3,5,4,2,6,3,2,1,2,-410324127876415147
65,67,3,0,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"3,4,8",-999,-999,49,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,57,0,0,true,2,3,4,3,2,3,3,1,3,1,2,4,3,3,1,1,3,3,1,2,3,2,4,4,3,2,1,3,3,3,2,2,3,2,2,3,3,2,2,3,1,4,1,4,1,4,4,4,1,1,4,2,3,4,5,1,1,4,1,5,2,3,1,2,1,2,1,1,1,1,2,2,2,2,2,4,3,1,1,1,5,7,2,2,2,6,1,6,2,7,2,2,2,2,2,-6126916964826778096
66,0,5,50,3,59,2,2,2,"1,2,4",6,100,2,63,0,2,3,"1,2,4,5",-999,"1,2,4,8,9",-999,76,-999,-999,-999,-999,75,-999,0,-999,-999,-999,-999,0,-999,100,0,0,0,0,0,3,2,2,1,2,1,2,3,1,3,2,1,1,2,3,2,1,1,2,3,3,2,3,3,2,3,4,2,2,4,1,3,2,2,2,2,1,2,4,3,4,2,3,1,4,1,2,1,3,2,2,2,1,2,2,3,3,1,3,1,1,2,1,2,2,2,1,1,2,1,1,3,3,5,4,4,7,4,3,4,3,4,4,3,3,4,4,4,6,4,7,4,5,2,2,8933917966255505523
67,74,2,62,3,35,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,3,3,2,2,1,2,1,4,2,4,3,1,1,4,3,2,1,2,3,4,4,2,3,3,2,1,3,2,3,4,2,2,3,2,1,4,2,1,4,1,5,1,4,1,4,2,3,1,5,4,2,4,1,5,1,3,4,2,4,3,2,1,1,1,1,1,1,1,2,1,1,3,1,6,5,4,7,3,7,6,4,2,3,4,7,6,5,6,7,7,3,5,6,5,2,-5015672699793298706
68,27,4,37,4,33,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"8,4",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,true,38,0,2,2,3,3,2,2,3,2,3,2,2,3,3,1,2,2,3,2,2,3,3,2,3,3,3,2,3,2,4,3,2,4,2,3,2,3,3,4,4,3,3,2,3,3,2,4,2,1,3,3,4,4,2,3,3,3,4,2,4,3,2,3,1,2,2,1,1,1,2,1,2,2,2,5,5,6,5,3,3,5,5,2,2,7,6,7,4,6,7,5,3,6,4,2,2,7862322811842963803
69,8,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,true,3,2,3,1,2,2,4,2,3,2,2,3,2,4,2,1,3,2,1,2,2,4,3,4,4,1,1,4,3,2,3,3,1,2,2,2,3,3,2,3,2,4,2,5,1,4,2,3,2,2,5,3,3,1,4,2,2,3,1,4,3,2,3,3,1,2,1,1,2,3,2,3,2,5,7,4,6,3,3,1,2,5,6,4,5,6,2,6,2,1,3,4,3,5,2,6017287116783684417
70,0,5,50,4,46,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,22,0,0,true,2,2,1,2,1,1,3,1,2,2,3,2,1,1,3,3,2,1,3,3,3,2,3,2,3,2,4,3,2,3,2,2,3,3,2,3,2,1,3,2,4,3,2,2,4,2,3,1,2,3,1,3,4,3,3,4,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,6,5,4,6,5,5,5,6,1,6,2,5,7,5,6,7,4,3,4,1,5,2,-7453397587039955296
71,16,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,8,4",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,true,18,0,0,0,2,2,3,3,1,2,4,1,3,2,2,2,1,2,2,1,3,2,1,2,2,2,2,3,2,3,4,2,3,2,3,2,2,2,2,3,3,4,2,1,2,5,2,4,2,1,3,2,1,3,4,2,1,1,1,2,2,1,1,3,2,1,2,3,1,1,1,2,2,1,1,3,3,3,7,4,3,4,4,4,5,2,6,2,2,4,5,7,7,6,4,5,4,1,2,52297578877771571
72,11,1,18,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69,0,68,0,1,1,2,3,1,1,4,1,1,1,2,1,1,1,1,1,4,1,1,1,1,3,1,4,2,1,1,2,1,1,3,3,1,3,4,1,1,2,2,1,1,2,1,4,1,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,1,1,1,2,1,3,3,5,7,5,7,2,5,5,5,5,2,3,5,2,7,6,1,7,6,2,4,2,6533293761097070815
73,6,5,50,4,69,1,2,2,2,4,69,2,0,true,-999,5,"1,2,5",-999,"1,2,3,4,5,8,9",-999,41,0,3,-999,-999,0,-999,true,true,0,-999,-999,true,-999,100,0,74,0,71,0,3,3,1,3,2,2,1,1,1,2,3,1,1,2,2,2,2,1,3,3,2,1,2,4,3,2,3,2,1,2,3,1,3,2,3,2,1,2,3,3,4,3,3,2,3,1,1,1,4,4,2,4,1,4,2,3,4,1,5,1,2,1,3,1,1,2,1,2,2,2,1,2,3,4,5,5,5,4,4,2,4,2,6,2,5,7,3,7,5,4,5,4,3,7,2,9186780709623958837
74,23,5,50,4,48,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8,1",-999,49,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,58,0,49,0,1,3,4,2,2,2,2,3,1,3,3,3,1,4,2,2,1,3,1,2,4,3,2,4,1,4,2,2,4,4,4,1,4,2,2,4,3,2,2,3,2,4,3,4,4,3,3,4,4,3,4,5,3,4,3,2,3,1,2,3,2,1,1,1,1,1,1,1,2,1,1,3,2,5,6,7,7,3,7,7,3,1,3,6,5,7,7,7,5,6,2,6,4,2,2,-7894293651897656393
75,12,5,50,5,50,2,2,2,2,5,39,2,0,0,-999,5,"1,2",-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,0,37,0,0,true,2,1,3,2,2,3,3,1,3,2,2,4,3,4,2,2,3,4,2,2,3,4,2,4,4,3,4,3,4,3,4,4,2,2,2,1,4,4,3,3,1,4,3,4,1,1,1,5,3,2,5,2,3,1,4,2,1,5,1,3,1,1,1,3,3,2,1,2,3,2,1,2,1,4,3,5,5,4,3,5,3,3,2,6,5,5,4,7,6,4,7,2,4,1,2,-8898651361056350810
